work_order_id,caid,unit_id,created_date,category,priority,status,estimated_cost,actual_cost,completion_date,deferred_days
WO-22TW7U51T4PO,CA-NY-00000008,,2024-10-07,PLUMBING,LOW,COMPLETED,12357.73,6003.72,2024-10-09,2
WO-56E1V4G0I72I,CA-NY-00000008,,2025-02-06,GENERAL,MEDIUM,COMPLETED,8060.39,3281.61,2025-02-19,13
WO-8M3N298VUK9V,CA-NY-00000008,,2025-03-24,GENERAL,EMERGENCY,COMPLETED,1174.64,9493.53,2025-04-08,15
WO-1GA2QQADTULC,CA-CA-00000009,,2024-01-04,GENERAL,LOW,COMPLETED,4315.56,10773.43,2024-01-20,16
WO-9KTY0OGL2LT6,CA-CA-00000009,,2024-05-16,LANDSCAPING,MEDIUM,COMPLETED,1271.91,4157.89,2024-05-19,3
WO-OR9UVD5XST73,CA-CA-00000009,,2024-05-24,ELEVATOR,EMERGENCY,COMPLETED,8623.02,4973.73,2024-05-31,7
WO-0WPPF6DAC87A,CA-CA-00000009,,2024-07-08,HVAC,MEDIUM,DEFERRED,13978.21,,,61
WO-N2Y00HUJU9X3,CA-CA-00000009,,2024-09-20,ROOFING,MEDIUM,OPEN,7524.71,,,64
WO-C5PV5M567KTO,CA-CA-00000009,,2024-10-21,PLUMBING,MEDIUM,COMPLETED,10179.34,7712.38,2024-11-11,21
WO-BFWK5SZP8Y9Y,CA-CA-00000009,,2024-11-20,ELEVATOR,MEDIUM,COMPLETED,3908.45,9489.26,2024-12-06,16
WO-0U561PE12845,CA-CA-00000009,,2024-11-13,ROOFING,MEDIUM,COMPLETED,8822.37,9766.33,2024-11-28,15
WO-FFO5X9OHEH79,CA-CA-00000009,,2024-11-07,HVAC,LOW,COMPLETED,6750.83,2739.83,2024-11-25,18
WO-RABF5B8Y9AED,CA-CA-00000009,,2024-11-13,STRUCTURAL,EMERGENCY,COMPLETED,6691.51,6716.33,2024-12-01,18
WO-8IIOSYPW18S3,CA-CA-00000009,,2025-01-20,PLUMBING,EMERGENCY,COMPLETED,5454.66,3011.27,2025-01-31,11
WO-KMCS0X648189,CA-CA-00000009,,2025-01-10,STRUCTURAL,MEDIUM,COMPLETED,603.48,4886.93,2025-01-29,19
WO-HYMCIL5UHJPR,CA-CA-00000009,,2025-03-02,HVAC,MEDIUM,COMPLETED,8166.08,375.94,2025-03-05,3
WO-8Q1N8IJGR6IZ,CA-CA-00000009,,2025-04-20,HVAC,LOW,COMPLETED,9038.02,6064.71,2025-04-28,8
WO-1IVE3YPTEIF2,CA-AZ-00000010,,2024-01-24,HVAC,MEDIUM,COMPLETED,6647.24,2234.38,2024-02-14,21
WO-EZBQWNVE3TSX,CA-AZ-00000010,,2024-03-16,GENERAL,HIGH,COMPLETED,8777.36,9222.97,2024-03-26,10
WO-053TIIWS2QB2,CA-AZ-00000010,,2024-07-09,STRUCTURAL,HIGH,COMPLETED,2368.84,478.76,2024-07-11,2
WO-BKXK5SCTLROY,CA-AZ-00000010,,2024-07-28,ELECTRICAL,EMERGENCY,COMPLETED,10962.77,11058.25,2024-07-30,2
WO-SX4ZZLJZ7UFZ,CA-AZ-00000010,,2024-09-03,LANDSCAPING,MEDIUM,COMPLETED,2330.47,3459.55,2024-09-05,2
WO-W8MWP0PZVXXK,CA-AZ-00000010,,2024-11-04,LANDSCAPING,MEDIUM,COMPLETED,11510.63,8305.96,2024-11-20,16
WO-WAOWZ8576PSX,CA-AZ-00000010,,2024-12-10,ELECTRICAL,MEDIUM,COMPLETED,12889.6,9340.11,2024-12-28,18
WO-20MLPODKTRV0,CA-AZ-00000010,,2025-01-24,STRUCTURAL,MEDIUM,COMPLETED,9276.77,305.6,2025-02-03,10
WO-I4PUCYUFMR9N,CA-AZ-00000010,,2025-01-18,HVAC,HIGH,COMPLETED,8561.5,1888.27,2025-02-03,16
WO-BQIEMSCBADAW,CA-AZ-00000010,,2025-02-20,GENERAL,EMERGENCY,COMPLETED,6760.95,4171.8,2025-03-11,19
WO-BQH125E9ZGKS,CA-AZ-00000010,,2025-03-10,GENERAL,EMERGENCY,COMPLETED,8694.19,5853.03,2025-03-30,20
WO-HEDT1KQAKTLQ,CA-AZ-00000010,,2025-04-12,PLUMBING,HIGH,COMPLETED,8840.47,2085.1,2025-04-30,18
WO-Q5JQNLV33RYJ,CA-AZ-00000010,,2025-05-18,ELEVATOR,MEDIUM,COMPLETED,14089.25,10345.57,2025-05-29,11
WO-K4TDN0QER43U,CA-AZ-00000010,,2025-05-26,ROOFING,HIGH,COMPLETED,8300.44,8690.94,2025-06-07,12
WO-QJ1N9VDEDVP9,CA-TX-00000011,,2024-01-27,GENERAL,LOW,COMPLETED,3506.28,843.87,2024-02-13,17
WO-YVIYUN02P8S6,CA-TX-00000011,,2024-02-01,HVAC,LOW,COMPLETED,2919.51,10517.16,2024-02-04,3
WO-PTEACZXH0S0P,CA-TX-00000011,,2024-03-20,GENERAL,MEDIUM,COMPLETED,3446.07,9937.34,2024-04-04,15
WO-YU9HGXOVK0YR,CA-TX-00000011,,2024-04-25,ELEVATOR,LOW,COMPLETED,10006.38,10578.17,2024-05-05,10
WO-2YDCLTWBYEQ3,CA-TX-00000011,,2024-05-01,LANDSCAPING,MEDIUM,COMPLETED,12986.19,6020.68,2024-05-19,18
WO-EXYY6OUX2WTU,CA-TX-00000011,,2024-06-16,GENERAL,LOW,COMPLETED,11474.09,10959.57,2024-07-06,20
WO-5UMCNC68EXIF,CA-TX-00000011,,2024-07-22,PLUMBING,LOW,COMPLETED,7387.78,11361.03,2024-08-07,16
WO-EXU3I4NCAFUS,CA-TX-00000011,,2024-08-28,PLUMBING,LOW,COMPLETED,10306.36,7201.84,2024-08-29,1
WO-MB9AKRKHKMGA,CA-TX-00000011,,2024-08-02,GENERAL,LOW,COMPLETED,410.84,8679.18,2024-08-14,12
WO-BBJRL70JTL0I,CA-TX-00000011,,2024-09-15,LANDSCAPING,MEDIUM,COMPLETED,14213.4,10984.53,2024-10-01,16
WO-5BL3OSQNTWNB,CA-TX-00000011,,2024-10-08,ELECTRICAL,LOW,COMPLETED,8718.94,4110.55,2024-10-09,1
WO-ANECZ8FG65Y0,CA-TX-00000011,,2025-01-07,PLUMBING,LOW,COMPLETED,10810.47,5646.27,2025-01-08,1
WO-J7PR9SVV5RTY,CA-TX-00000011,,2025-02-22,LANDSCAPING,MEDIUM,COMPLETED,5682.21,7304.93,2025-03-04,10
WO-QFLVYLKFY7NN,CA-TX-00000011,,2025-03-01,PLUMBING,MEDIUM,COMPLETED,7818.16,2870.57,2025-03-05,4
WO-58A3EKQD7YV0,CA-TX-00000011,,2025-03-24,STRUCTURAL,MEDIUM,COMPLETED,7609.07,11088.41,2025-04-06,13
WO-EKYBFIT59B06,CA-TX-00000011,,2025-05-23,ROOFING,LOW,OPEN,8902.23,,,14
WO-0SJIPEZEH8B5,CA-FL-00000012,,2024-01-21,HVAC,MEDIUM,COMPLETED,3313.12,1462.49,2024-01-25,4
WO-C870YYGBBCHA,CA-FL-00000012,,2024-01-25,ELECTRICAL,HIGH,COMPLETED,14118.21,9787.44,2024-02-05,11
WO-6D9N87VHOSMK,CA-FL-00000012,,2024-01-05,GENERAL,MEDIUM,COMPLETED,12437.75,6567.85,2024-01-23,18
WO-Q14QKRQODSNI,CA-FL-00000012,,2024-01-15,ELEVATOR,LOW,OPEN,11480.05,,,37
WO-PMZMP1XUDS6L,CA-FL-00000012,,2024-02-08,ROOFING,MEDIUM,COMPLETED,12424.46,10402.7,2024-02-13,5
WO-Y3MUD50XY49P,CA-FL-00000012,,2024-02-04,PLUMBING,MEDIUM,COMPLETED,14677.26,7247.53,2024-02-14,10
WO-A7KD06V068ID,CA-FL-00000012,,2024-02-04,GENERAL,MEDIUM,DEFERRED,3172.39,,,46
WO-1L6DSWD2LNLE,CA-FL-00000012,,2024-03-23,STRUCTURAL,MEDIUM,COMPLETED,14724.42,4425.95,2024-03-24,1
WO-IGANF43XLLPR,CA-FL-00000012,,2024-03-01,PLUMBING,LOW,COMPLETED,9946.68,2426.54,2024-03-07,6
WO-M9R6KZEI9IFW,CA-FL-00000012,,2024-03-07,ROOFING,MEDIUM,COMPLETED,5669.86,2998.71,2024-03-18,11
WO-PS0IEBRHL3A0,CA-FL-00000012,,2024-04-15,PLUMBING,MEDIUM,COMPLETED,9982.97,11552.33,2024-05-04,19
WO-IGVTWPGJHLK7,CA-FL-00000012,,2024-05-04,ELECTRICAL,MEDIUM,COMPLETED,7370.04,1822.51,2024-05-14,10
WO-8B9JUXPS4EF2,CA-FL-00000012,,2024-05-17,ELECTRICAL,MEDIUM,COMPLETED,2131.8,11848.32,2024-06-01,15
WO-CVWO41V8BYA5,CA-FL-00000012,,2024-07-24,ELECTRICAL,LOW,COMPLETED,5451.8,7262.94,2024-08-08,15
WO-6BC9CK40WLZS,CA-FL-00000012,,2024-07-21,HVAC,LOW,COMPLETED,7659.98,7909.56,2024-08-05,15
WO-4X12PFP45RFT,CA-FL-00000012,,2024-09-06,STRUCTURAL,MEDIUM,OPEN,13080.2,,,101
WO-P8OZGJ4E328D,CA-FL-00000012,,2024-09-16,LANDSCAPING,MEDIUM,COMPLETED,12749.88,8163.88,2024-09-26,10
WO-108K7I5PKELO,CA-FL-00000012,,2024-09-02,STRUCTURAL,LOW,COMPLETED,5411.92,5948.94,2024-09-19,17
WO-7J9Z7D9880R4,CA-FL-00000012,,2024-09-24,PLUMBING,LOW,COMPLETED,10071.49,3906.62,2024-10-12,18
WO-YBAL9Y7FBYUZ,CA-FL-00000012,,2024-10-24,ELECTRICAL,LOW,COMPLETED,13927.28,10827.55,2024-11-08,15
WO-FQ5F0G5EZ9Q2,CA-FL-00000012,,2024-10-15,ELECTRICAL,MEDIUM,DEFERRED,4514.45,,,184
WO-P44R15ODD0ZG,CA-FL-00000012,,2024-10-16,PLUMBING,HIGH,COMPLETED,6178.42,2215.62,2024-10-24,8
WO-HS7ZAUX4OGQW,CA-FL-00000012,,2024-11-19,ELECTRICAL,HIGH,COMPLETED,3253.81,2271.71,2024-12-03,14
WO-5IC7NWPBVTW8,CA-FL-00000012,,2024-12-16,HVAC,LOW,COMPLETED,8283.94,7493.2,2024-12-22,6
WO-WPXGIT70DBKE,CA-FL-00000012,,2024-12-21,ROOFING,MEDIUM,COMPLETED,11221.25,11002.23,2025-01-09,19
WO-0U0JR2OM3V0Y,CA-FL-00000012,,2024-12-03,ELECTRICAL,MEDIUM,COMPLETED,2058.15,4835.83,2024-12-12,9
WO-ZNW234EJLWCP,CA-FL-00000012,,2024-12-14,PLUMBING,LOW,DEFERRED,5183.28,,,115
WO-TVPXL4TH7OCN,CA-FL-00000012,,2024-12-17,GENERAL,LOW,DEFERRED,14943.91,,,45
WO-PL2KE4GZNBZ4,CA-FL-00000012,,2025-01-19,ELECTRICAL,HIGH,COMPLETED,4859.95,9380.31,2025-01-20,1
WO-LKIOD1BMCHVG,CA-FL-00000012,,2025-01-19,GENERAL,MEDIUM,COMPLETED,12584.13,7352.23,2025-02-09,21
WO-XOT8FP4418SC,CA-FL-00000012,,2025-01-16,HVAC,LOW,COMPLETED,4001.83,4618.11,2025-01-21,5
WO-2H596297XAW4,CA-FL-00000012,,2025-01-07,HVAC,MEDIUM,COMPLETED,13934.41,9306.8,2025-01-17,10
WO-TUS8DZ470QJS,CA-FL-00000012,,2025-02-10,PLUMBING,HIGH,OPEN,4015.27,,,28
WO-PUAYY7T8XUOO,CA-FL-00000012,,2025-03-05,HVAC,MEDIUM,OPEN,1943.36,,,35
WO-1QENGL6UFF95,CA-FL-00000012,,2025-04-15,STRUCTURAL,LOW,COMPLETED,4498.4,4752.9,2025-05-02,17
WO-YD5XCSN10NNP,CA-FL-00000012,,2025-05-01,LANDSCAPING,MEDIUM,OPEN,6712.91,,,44
WO-EKSFDY6PCE8Q,CA-FL-00000012,,2025-05-05,GENERAL,HIGH,COMPLETED,5777.59,5084.47,2025-05-09,4
WO-ZFFTP25JPMA2,CA-FL-00000012,,2025-05-08,ELECTRICAL,LOW,COMPLETED,8700.09,10860.04,2025-05-23,15
WO-BXIL0V7HIUM1,CA-FL-00000012,,2025-05-23,PLUMBING,HIGH,COMPLETED,14542.75,10710.39,2025-05-29,6
WO-5P5MVN1OTVX0,CA-FL-00000012,,2025-06-11,HVAC,HIGH,COMPLETED,11833.97,4372.8,2025-06-12,1
WO-O855ZM1JJVY6,CA-FL-00000012,,2025-06-25,HVAC,LOW,COMPLETED,3147.47,10926.49,2025-07-07,12
WO-FQJJPI8W5H26,CA-FL-00000012,,2025-06-20,LANDSCAPING,LOW,OPEN,2175.62,,,34
WO-85NHPYXQUE8S,CA-AZ-00000013,,2024-02-18,ELECTRICAL,HIGH,OPEN,1481.26,,,11
WO-T0XA9W54Y8TM,CA-AZ-00000013,,2024-02-21,STRUCTURAL,LOW,COMPLETED,9536.75,8280.2,2024-03-02,10
WO-PP0LY2PJUJ4D,CA-AZ-00000013,,2024-02-26,HVAC,HIGH,COMPLETED,13092.23,936.39,2024-03-02,5
WO-C132U9WDTQT3,CA-AZ-00000013,,2024-03-05,STRUCTURAL,EMERGENCY,OPEN,13732.47,,,18
WO-G7QR6U8M45P3,CA-AZ-00000013,,2024-03-10,HVAC,MEDIUM,COMPLETED,7609.22,8383.88,2024-03-24,14
WO-PKWFG1CNB7SM,CA-AZ-00000013,,2024-04-07,PLUMBING,HIGH,OPEN,8281.78,,,113
WO-C4EO3P4VHC88,CA-AZ-00000013,,2024-04-21,ELEVATOR,EMERGENCY,OPEN,13231.81,,,59
WO-WJH8TWKKU1GM,CA-AZ-00000013,,2024-04-09,HVAC,LOW,OPEN,6083.52,,,150
WO-2QNBIK5CSEZJ,CA-AZ-00000013,,2024-04-04,HVAC,LOW,COMPLETED,1254.16,11546.23,2024-04-05,1
WO-2H1YFI8IKT4H,CA-AZ-00000013,,2024-04-02,HVAC,HIGH,COMPLETED,8953.69,10189.99,2024-04-15,13
WO-49VDBV8K13OC,CA-AZ-00000013,,2024-05-12,LANDSCAPING,MEDIUM,COMPLETED,8928.13,2645.27,2024-05-17,5
WO-S38GCUQ3EJGQ,CA-AZ-00000013,,2024-06-22,LANDSCAPING,MEDIUM,COMPLETED,2288.44,7327.0,2024-07-10,18
WO-HSS6X4BTJ1K4,CA-AZ-00000013,,2024-06-20,ROOFING,HIGH,COMPLETED,2356.12,1509.73,2024-07-01,11
WO-S0ONL6ZB6RMR,CA-AZ-00000013,,2024-06-25,PLUMBING,MEDIUM,COMPLETED,9944.85,1100.53,2024-07-08,13
WO-55BIYUFCJ5VC,CA-AZ-00000013,,2024-07-15,LANDSCAPING,HIGH,COMPLETED,13196.23,10190.75,2024-08-02,18
WO-JD1POBS08UCE,CA-AZ-00000013,,2024-07-23,STRUCTURAL,LOW,COMPLETED,12585.43,8996.47,2024-07-27,4
WO-24HDIM97VCMF,CA-AZ-00000013,,2024-07-11,GENERAL,MEDIUM,COMPLETED,6088.15,5081.76,2024-07-25,14
WO-MYK208CL3GQO,CA-AZ-00000013,,2024-08-19,STRUCTURAL,MEDIUM,COMPLETED,10408.52,9190.73,2024-08-23,4
WO-VWSY8TF5Q0YK,CA-AZ-00000013,,2024-08-17,GENERAL,MEDIUM,OPEN,12934.85,,,151
WO-VRFDDZEL4IYS,CA-AZ-00000013,,2024-08-10,HVAC,LOW,COMPLETED,3956.98,1742.34,2024-08-21,11
WO-I8QNIQN9M92V,CA-AZ-00000013,,2024-09-22,STRUCTURAL,HIGH,COMPLETED,1046.64,7034.46,2024-10-10,18
WO-VC5DCB2CROH5,CA-AZ-00000013,,2024-09-08,GENERAL,LOW,COMPLETED,2620.41,4222.35,2024-09-24,16
WO-1HO3AT2FQ059,CA-AZ-00000013,,2024-09-11,GENERAL,LOW,DEFERRED,5506.03,,,68
WO-62B55N5RAMPP,CA-AZ-00000013,,2024-11-06,LANDSCAPING,HIGH,COMPLETED,10526.98,11533.42,2024-11-12,6
WO-G4FQQJPJHT19,CA-AZ-00000013,,2024-12-02,GENERAL,LOW,COMPLETED,2419.97,5522.28,2024-12-22,20
WO-ZURL47HWHOB7,CA-AZ-00000013,,2024-12-06,ELECTRICAL,MEDIUM,COMPLETED,14011.56,2277.61,2024-12-25,19
WO-R8YUWVT7BUTU,CA-AZ-00000013,,2025-01-19,GENERAL,MEDIUM,OPEN,11467.04,,,22
WO-B3D7UPLNLAW8,CA-AZ-00000013,,2025-01-03,ELECTRICAL,MEDIUM,COMPLETED,274.77,8614.1,2025-01-06,3
WO-P71BJPDWI8U2,CA-AZ-00000013,,2025-02-20,PLUMBING,MEDIUM,COMPLETED,10299.98,5897.11,2025-03-06,14
WO-7EMBY9MKJWO5,CA-AZ-00000013,,2025-02-06,PLUMBING,LOW,COMPLETED,8036.72,2179.24,2025-02-24,18
WO-MVXXRAO5QNZ8,CA-AZ-00000013,,2025-02-09,PLUMBING,LOW,COMPLETED,4587.56,1286.28,2025-02-12,3
WO-28ISXJSN97P5,CA-AZ-00000013,,2025-02-20,ELECTRICAL,LOW,COMPLETED,1822.06,7141.29,2025-03-10,18
WO-LUYGX87WJLUS,CA-AZ-00000013,,2025-02-26,ELECTRICAL,MEDIUM,COMPLETED,1722.45,3640.51,2025-03-06,8
WO-105FH4KU4YEN,CA-AZ-00000013,,2025-02-17,LANDSCAPING,MEDIUM,COMPLETED,3986.12,3151.61,2025-03-10,21
WO-TSY6Z9M7KXLW,CA-AZ-00000013,,2025-03-01,HVAC,HIGH,OPEN,13881.54,,,88
WO-VL3TS22GVXTT,CA-AZ-00000013,,2025-03-04,ROOFING,MEDIUM,DEFERRED,3524.78,,,57
WO-UIGLWX4SYA34,CA-AZ-00000013,,2025-03-23,ELECTRICAL,MEDIUM,COMPLETED,14602.01,7243.08,2025-03-27,4
WO-YO6PUO8CKJZN,CA-AZ-00000013,,2025-03-05,GENERAL,MEDIUM,COMPLETED,6041.26,2561.18,2025-03-22,17
WO-K18L5RIVVCEP,CA-AZ-00000013,,2025-04-19,LANDSCAPING,LOW,COMPLETED,13394.87,2904.61,2025-04-26,7
WO-GFSBYPL2B4LN,CA-AZ-00000013,,2025-04-10,HVAC,EMERGENCY,COMPLETED,3632.57,5318.73,2025-04-23,13
WO-MGUTEODJTI1F,CA-AZ-00000013,,2025-05-13,PLUMBING,LOW,OPEN,11420.18,,,58
WO-NOS87Q8NAG2F,CA-AZ-00000013,,2025-06-05,PLUMBING,MEDIUM,OPEN,7942.0,,,20
WO-AE9EKVBNR7PH,CA-AZ-00000013,,2025-06-27,ROOFING,MEDIUM,COMPLETED,1213.44,9978.2,2025-06-29,2
WO-83PQ6MFKTE8S,CA-AZ-00000013,,2025-06-22,HVAC,HIGH,OPEN,5833.58,,,71
WO-ITMC5QLVI9TE,CA-FL-00000014,,2024-01-09,PLUMBING,LOW,COMPLETED,7508.37,9043.2,2024-01-16,7
WO-O3RS536MYLYN,CA-FL-00000014,,2024-05-22,LANDSCAPING,HIGH,COMPLETED,13756.34,5565.98,2024-06-09,18
WO-DJY112F6H0RX,CA-FL-00000014,,2024-05-19,ELECTRICAL,MEDIUM,COMPLETED,13163.36,2550.3,2024-06-05,17
WO-GLM0CIX3HSC0,CA-FL-00000014,,2024-06-22,ELECTRICAL,MEDIUM,COMPLETED,10634.2,10293.0,2024-07-06,14
WO-8II26FLNTFL8,CA-FL-00000014,,2024-08-22,PLUMBING,HIGH,COMPLETED,11412.48,10128.26,2024-08-28,6
WO-VA6UE8QIAWJB,CA-FL-00000014,,2024-10-20,ELECTRICAL,MEDIUM,COMPLETED,4711.5,5492.63,2024-10-25,5
WO-WRBQJN10K068,CA-FL-00000014,,2024-10-23,HVAC,EMERGENCY,COMPLETED,5315.2,2596.97,2024-11-07,15
WO-4AVXRRRX04UK,CA-FL-00000014,,2024-12-11,ELECTRICAL,MEDIUM,COMPLETED,11092.24,4414.17,2024-12-14,3
WO-3FZHOMLD7M1J,CA-FL-00000014,,2025-01-04,ROOFING,HIGH,COMPLETED,12133.21,7863.7,2025-01-23,19
WO-BORMYC336LL8,CA-FL-00000014,,2025-01-15,ELECTRICAL,MEDIUM,COMPLETED,12278.04,965.42,2025-01-17,2
WO-C2PAQOV19WV8,CA-FL-00000014,,2025-05-12,PLUMBING,MEDIUM,COMPLETED,5944.29,6793.28,2025-05-13,1
WO-H756G7U6483J,CA-FL-00000014,,2025-05-21,PLUMBING,HIGH,COMPLETED,14424.76,10763.28,2025-06-11,21
WO-NPZ8NOL41A8Z,CA-NY-00000015,,2024-03-02,ELECTRICAL,MEDIUM,COMPLETED,12755.04,7437.75,2024-03-19,17
WO-V7CCG30Q9IOQ,CA-NY-00000015,,2024-04-17,PLUMBING,HIGH,DEFERRED,8197.59,,,37
WO-Y09J49RV1UXU,CA-NY-00000015,,2024-04-17,LANDSCAPING,LOW,COMPLETED,11023.35,5924.15,2024-04-24,7
WO-UAYUWLGV9ZUC,CA-NY-00000015,,2024-06-08,HVAC,HIGH,COMPLETED,11338.16,9057.92,2024-06-18,10
WO-V3EO8INC55ZQ,CA-NY-00000015,,2024-06-03,ROOFING,LOW,DEFERRED,9892.69,,,12
WO-HIOFKJLSHBTH,CA-NY-00000015,,2024-08-07,PLUMBING,MEDIUM,OPEN,4819.63,,,78
WO-X57T3FXIVHXJ,CA-NY-00000015,,2024-10-14,GENERAL,LOW,COMPLETED,10729.06,3258.01,2024-10-21,7
WO-A28D9JZFU46D,CA-NY-00000015,,2025-01-07,PLUMBING,HIGH,OPEN,4873.81,,,24
WO-JFKK0X7TR43B,CA-NY-00000015,,2025-02-05,HVAC,HIGH,COMPLETED,11451.71,5826.12,2025-02-12,7
WO-SM8PPEKMEB1P,CA-NY-00000015,,2025-03-24,STRUCTURAL,MEDIUM,COMPLETED,7095.79,5330.14,2025-04-08,15
WO-N2OTWDVGN2X8,CA-NY-00000015,,2025-05-13,LANDSCAPING,MEDIUM,COMPLETED,11855.72,8029.19,2025-05-22,9
WO-626O5UPWPUJX,CA-IL-00000016,,2024-01-11,GENERAL,MEDIUM,OPEN,4537.23,,,88
WO-4S9OKTCQ8OPX,CA-IL-00000016,,2024-01-20,LANDSCAPING,MEDIUM,COMPLETED,9241.17,11961.76,2024-02-03,14
WO-YM36PT48BM2H,CA-IL-00000016,,2024-02-19,PLUMBING,MEDIUM,COMPLETED,4992.95,2651.77,2024-02-28,9
WO-0PLKRZLE3YP6,CA-IL-00000016,,2024-02-24,HVAC,MEDIUM,COMPLETED,8191.26,10346.97,2024-03-01,6
WO-IO5CZVUYQAMX,CA-IL-00000016,,2024-02-13,PLUMBING,HIGH,COMPLETED,8811.43,5034.02,2024-02-18,5
WO-JQ8ZCIVOMZ75,CA-IL-00000016,,2024-03-04,ROOFING,MEDIUM,COMPLETED,2998.39,2309.43,2024-03-05,1
WO-KTAP4NFRP6CL,CA-IL-00000016,,2024-04-19,GENERAL,LOW,COMPLETED,6894.48,5181.37,2024-04-28,9
WO-PXL14JYYQR1V,CA-IL-00000016,,2024-04-18,GENERAL,EMERGENCY,DEFERRED,10469.91,,,96
WO-C0PELYN880JI,CA-IL-00000016,,2024-04-23,PLUMBING,LOW,COMPLETED,13894.98,1792.75,2024-05-08,15
WO-RCKZGYDITM6J,CA-IL-00000016,,2024-06-17,STRUCTURAL,LOW,COMPLETED,7019.2,550.56,2024-06-22,5
WO-5CE6LMJ4I4L3,CA-IL-00000016,,2024-06-21,LANDSCAPING,LOW,COMPLETED,756.8,4154.9,2024-07-01,10
WO-KU9E4EMLUNNV,CA-IL-00000016,,2024-06-21,GENERAL,MEDIUM,COMPLETED,9304.27,10757.92,2024-06-23,2
WO-0P4S2WFICFVX,CA-IL-00000016,,2024-06-27,GENERAL,LOW,OPEN,6425.88,,,41
WO-MWI2XTOXZCFB,CA-IL-00000016,,2024-07-23,ROOFING,MEDIUM,COMPLETED,1672.63,8414.86,2024-07-30,7
WO-8XMWP0XD9BC6,CA-IL-00000016,,2024-07-24,PLUMBING,MEDIUM,COMPLETED,4810.36,2090.06,2024-07-25,1
WO-YRXMFRA3LS0Y,CA-IL-00000016,,2024-07-05,HVAC,HIGH,OPEN,8225.9,,,142
WO-6JMM6VCY5MZF,CA-IL-00000016,,2024-09-16,HVAC,MEDIUM,COMPLETED,5100.63,8879.17,2024-10-03,17
WO-TS2565Q5KEUP,CA-IL-00000016,,2024-10-01,ELECTRICAL,LOW,COMPLETED,13495.69,2107.74,2024-10-12,11
WO-IDY9BI47M7LT,CA-IL-00000016,,2024-10-07,PLUMBING,HIGH,COMPLETED,7087.78,10954.97,2024-10-19,12
WO-LFDLVT27VDC4,CA-IL-00000016,,2024-11-26,PLUMBING,MEDIUM,COMPLETED,952.14,3507.21,2024-12-16,20
WO-S2JSYTUAYAIM,CA-IL-00000016,,2024-12-09,ROOFING,HIGH,COMPLETED,2248.92,11905.53,2024-12-25,16
WO-4HQWDC482PSB,CA-IL-00000016,,2024-12-15,STRUCTURAL,MEDIUM,DEFERRED,7779.6,,,27
WO-X7WFHY6E5DNW,CA-IL-00000016,,2024-12-03,ELECTRICAL,LOW,DEFERRED,687.54,,,35
WO-KNLUIISNN2T3,CA-IL-00000016,,2024-12-07,HVAC,LOW,DEFERRED,3689.82,,,64
WO-IVS0F06EMPKG,CA-IL-00000016,,2024-12-26,GENERAL,LOW,COMPLETED,3758.12,8596.28,2025-01-03,8
WO-OO74DKN6B8SR,CA-IL-00000016,,2025-01-28,ELECTRICAL,HIGH,COMPLETED,13255.27,4684.8,2025-02-12,15
WO-9IE3EOVFL1U3,CA-IL-00000016,,2025-02-12,ELECTRICAL,LOW,COMPLETED,12397.07,2080.88,2025-02-21,9
WO-2XOZ10TP409C,CA-IL-00000016,,2025-02-01,ELEVATOR,HIGH,OPEN,4260.04,,,70
WO-2M2KWETA93IP,CA-IL-00000016,,2025-03-07,GENERAL,LOW,DEFERRED,1241.5,,,50
WO-GP6CYWR33QVB,CA-IL-00000016,,2025-03-02,ELECTRICAL,LOW,COMPLETED,5589.09,2027.77,2025-03-05,3
WO-4F41455UT6DG,CA-IL-00000016,,2025-04-15,HVAC,MEDIUM,OPEN,1161.66,,,16
WO-MUM3QHVQIXT7,CA-IL-00000016,,2025-04-25,ELECTRICAL,MEDIUM,COMPLETED,8216.03,9128.05,2025-05-04,9
WO-IHZBTX2UEZ2G,CA-IL-00000016,,2025-05-07,PLUMBING,MEDIUM,DEFERRED,234.84,,,222
WO-PXTPPDYWD6P3,CA-IL-00000016,,2025-05-27,ELEVATOR,MEDIUM,COMPLETED,9548.78,11311.52,2025-05-30,3
WO-UTJVTUWVIP9N,CA-IL-00000016,,2025-05-02,STRUCTURAL,LOW,COMPLETED,7923.16,3947.19,2025-05-17,15
WO-R1H59HKFTJEC,CA-IL-00000016,,2025-06-03,ROOFING,MEDIUM,OPEN,3411.57,,,65
WO-LJFVRX4J8FTY,CA-IL-00000016,,2025-06-24,ELECTRICAL,LOW,DEFERRED,10432.72,,,95
WO-5JD2LIUWG1H9,CA-CA-00000017,,2024-02-08,ELEVATOR,MEDIUM,COMPLETED,12195.31,10886.22,2024-02-29,21
WO-IAYIIAPUQF9A,CA-CA-00000017,,2024-02-28,LANDSCAPING,LOW,COMPLETED,12374.92,11761.74,2024-03-04,5
WO-JOQ1WO1LEU3Q,CA-CA-00000017,,2024-03-17,ELEVATOR,HIGH,COMPLETED,1646.94,5984.23,2024-03-28,11
WO-IUFXN1S62XF5,CA-CA-00000017,,2024-04-07,LANDSCAPING,LOW,COMPLETED,8835.52,3853.09,2024-04-14,7
WO-DTH8EZSYUYNP,CA-CA-00000017,,2024-04-12,ELECTRICAL,HIGH,COMPLETED,12732.0,5969.25,2024-05-03,21
WO-9RGV4DQLE93J,CA-CA-00000017,,2024-06-24,GENERAL,MEDIUM,DEFERRED,13698.57,,,101
