reserve_id,caid,snapshot_date,current_balance,fully_funded_target,percent_funded,annual_contribution,last_study_date,study_type
RF-TUO286I45WRN,CA-WA-00000141,2025-04-01,2667493.56,3572305.13,74.67,180637.88,2022-07-02,STANDARD
RF-ESXY0QK153T8,CA-IL-00000142,2024-01-01,734051.66,1140641.54,64.35,75255.0,,INFORMAL
RF-E59JYOKT957T,CA-IL-00000142,2024-04-01,754247.87,1140641.54,66.12,70311.72,2020-08-14,INFORMAL
RF-XEYGQ1NSD2LF,CA-IL-00000142,2024-07-01,738992.65,1140641.54,64.79,45524.15,2020-12-14,STANDARD
RF-1XG99CDI54P1,CA-IL-00000142,2024-10-01,711915.91,1140641.54,62.41,68020.88,2021-10-12,STANDARD
RF-VDI6Q939QR7P,CA-IL-00000142,2025-01-01,773931.05,1140641.54,67.85,79668.13,2021-04-19,INFORMAL
RF-UQYNWIXAUVTC,CA-IL-00000142,2025-04-01,786490.23,1140641.54,68.95,38560.79,2023-01-03,INFORMAL
RF-XWWUIRI3IC0V,CA-TX-00000143,2024-01-01,1990949.64,4961223.49,40.13,201101.5,2022-07-07,INFORMAL
RF-T9PPL9CR9XRX,CA-TX-00000143,2024-04-01,2132013.47,4961223.49,42.97,211231.53,2021-11-15,STANDARD
RF-AGZXC4KC59BI,CA-TX-00000143,2024-07-01,2258897.35,4961223.49,45.53,297753.9,2022-01-12,STANDARD
RF-8G897X1TGZ4I,CA-TX-00000143,2024-10-01,2127174.25,4961223.49,42.88,325938.77,2021-08-20,INFORMAL
RF-838SJ75TZPJA,CA-TX-00000143,2025-01-01,2091294.93,4961223.49,42.15,356226.16,2022-01-11,STANDARD
RF-U29SQIYBL768,CA-TX-00000143,2025-04-01,2151705.75,4961223.49,43.37,187727.48,,STANDARD
RF-NA6K5RT1BHN1,CA-FL-00000144,2024-01-01,1589721.89,1858681.01,85.53,68550.48,2023-05-25,STANDARD
RF-H87ABLLV0T2B,CA-FL-00000144,2024-04-01,1592884.59,1858681.01,85.7,129950.9,2023-02-18,INFORMAL
RF-68914FAX3VIA,CA-FL-00000144,2024-07-01,1609141.96,1858681.01,86.57,78418.34,2021-03-17,STANDARD
RF-ZPRV7XMEW99Y,CA-FL-00000144,2024-10-01,1603456.68,1858681.01,86.27,119062.5,2021-12-20,INFORMAL
RF-1B7VN6NDTGAB,CA-FL-00000144,2025-01-01,1640890.48,1858681.01,88.28,59128.45,2024-05-18,INFORMAL
RF-KX1NA9AMXDVV,CA-FL-00000144,2025-04-01,1690201.52,1858681.01,90.94,73029.43,2021-06-22,STANDARD
RF-QNMMTYMS66IP,CA-CA-00000145,2024-01-01,1143799.14,2660095.67,43.0,91259.8,2020-12-28,INFORMAL
RF-PPW1VXBQGRRB,CA-CA-00000145,2024-04-01,1134244.43,2660095.67,42.64,173534.28,2023-07-23,INFORMAL
RF-ZK6KUB7K7QM6,CA-CA-00000145,2024-07-01,1075534.27,2660095.67,40.43,80253.87,2022-05-03,INFORMAL
RF-X8BN132FU0Y2,CA-CA-00000145,2024-10-01,1165164.89,2660095.67,43.8,176821.67,2021-04-24,INFORMAL
RF-4XMIGHTK3WNZ,CA-CA-00000145,2025-01-01,1118841.44,2660095.67,42.06,139584.4,2021-01-10,INFORMAL
RF-9G4HBDDPG3KW,CA-CA-00000145,2025-04-01,1106765.56,2660095.67,41.61,100657.27,2022-10-08,STANDARD
RF-Y56ETL4RLTY1,CA-TX-00000146,2024-01-01,2217893.07,2207998.38,100.45,155491.13,2022-09-24,STANDARD
RF-4DP8U3AKHO4F,CA-TX-00000146,2024-04-01,2191931.07,2207998.38,99.27,79378.64,2022-11-27,INFORMAL
RF-M9XY9UNO2EOY,CA-TX-00000146,2024-07-01,2211541.41,2207998.38,100.16,155393.61,2021-05-11,STANDARD
RF-KJ7NXGPDOHSI,CA-TX-00000146,2024-10-01,2272530.85,2207998.38,102.92,119847.6,2023-06-11,STANDARD
RF-ILNNNU45MWW2,CA-TX-00000146,2025-01-01,2247077.87,2207998.38,101.77,158928.9,2022-06-28,INFORMAL
RF-MF0SF0L3DTZ9,CA-TX-00000146,2025-04-01,2204522.62,2207998.38,99.84,147560.26,2023-08-28,STANDARD
RF-EI8U9XLTGWYN,CA-TX-00000147,2024-01-01,1515640.11,3060135.39,49.53,183937.79,2022-10-14,STANDARD
RF-760W13Z0DCAX,CA-TX-00000147,2024-04-01,1623117.04,3060135.39,53.04,213781.75,2020-11-09,INFORMAL
RF-JCNC9DZI0YZ7,CA-TX-00000147,2024-07-01,1577524.87,3060135.39,51.55,222905.59,2021-06-27,STANDARD
RF-N4HMC11YVNNX,CA-TX-00000147,2024-10-01,1498235.08,3060135.39,48.96,232031.31,2024-04-01,STANDARD
RF-SMT84PM8V7SW,CA-TX-00000147,2025-01-01,1568388.91,3060135.39,51.25,183354.53,2023-04-04,STANDARD
RF-YB6QLD1ABTBR,CA-TX-00000147,2025-04-01,1503521.95,3060135.39,49.13,178594.68,2021-09-09,INFORMAL
RF-602KBRQ0UV1H,CA-AZ-00000148,2024-01-01,300445.99,371102.48,80.96,29316.99,2022-10-17,INFORMAL
RF-A4X8OHQHRMIU,CA-AZ-00000148,2024-04-01,294520.84,371102.48,79.36,13209.0,2023-01-18,INFORMAL
RF-GQCE7X9PONCM,CA-AZ-00000148,2024-07-01,297134.18,371102.48,80.07,13035.73,2023-09-25,STANDARD
RF-OYPR3VV0KX66,CA-AZ-00000148,2024-10-01,307934.25,371102.48,82.98,14114.18,2023-06-30,STANDARD
RF-DJZJNS109WU0,CA-AZ-00000148,2025-01-01,301821.81,371102.48,81.33,15421.97,2022-01-07,INFORMAL
RF-N8KGRT9I3R46,CA-AZ-00000148,2025-04-01,302922.83,371102.48,81.63,11657.09,2023-12-09,INFORMAL
RF-N1OS4J7E0ODW,CA-IL-00000149,2024-01-01,203949.5,711271.6,28.67,32982.0,,INFORMAL
RF-61FV26N338CR,CA-IL-00000149,2024-04-01,219301.51,711271.6,30.83,35604.67,2022-05-27,INFORMAL
RF-3T3P1QCY5H26,CA-IL-00000149,2024-07-01,183772.88,711271.6,25.84,49823.29,2021-12-04,INFORMAL
RF-50JF0TV0GL4R,CA-IL-00000149,2024-10-01,193287.05,711271.6,27.17,22284.34,2021-05-02,INFORMAL
RF-6AMYL24TMGJD,CA-IL-00000149,2025-01-01,205961.92,711271.6,28.96,38545.1,2022-09-25,INFORMAL
RF-94OO8PP2V87G,CA-IL-00000149,2025-04-01,187911.32,711271.6,26.42,42100.7,,INFORMAL
RF-JGXUMDUEYDRG,CA-GA-00000150,2024-01-01,1181182.14,1599761.9,73.83,71209.15,2021-02-26,INFORMAL
RF-RZ1DOL0EZ8V3,CA-GA-00000150,2024-04-01,1223352.68,1599761.9,76.47,98435.25,2023-06-07,STANDARD
RF-L1SXMI6LA220,CA-GA-00000150,2024-07-01,1214983.09,1599761.9,75.95,83103.75,2022-04-14,STANDARD
RF-WFHQLT7ODP71,CA-GA-00000150,2024-10-01,1249526.93,1599761.9,78.11,58803.07,,INFORMAL
RF-HFOIXJQA63JM,CA-GA-00000150,2025-01-01,1260765.0,1599761.9,78.81,125412.43,,INFORMAL
RF-JD48XGJDGRD2,CA-GA-00000150,2025-04-01,1300811.31,1599761.9,81.31,106299.91,,INFORMAL
RF-9LX009X5JHK4,CA-CA-00000151,2024-01-01,1809275.14,2336227.86,77.44,90648.02,2022-05-05,STANDARD
RF-8BJ0OQAJ57YC,CA-CA-00000151,2024-04-01,1814014.92,2336227.86,77.65,90174.84,2022-02-14,STANDARD
RF-RM0KRMU2M1C6,CA-CA-00000151,2024-07-01,1804171.79,2336227.86,77.23,150956.23,,INFORMAL
RF-VXXF37S2HK5Q,CA-CA-00000151,2024-10-01,1837754.49,2336227.86,78.66,110737.61,2022-11-12,STANDARD
RF-JQ0P1IBWJ6FT,CA-CA-00000151,2025-01-01,1824885.89,2336227.86,78.11,131138.44,2022-09-20,INFORMAL
RF-G7IWVJ5JS76S,CA-CA-00000151,2025-04-01,1850486.13,2336227.86,79.21,173248.27,2022-03-22,INFORMAL
RF-3YJWO5UYRTNK,CA-FL-00000152,2024-01-01,1155877.86,1371126.05,84.3,81267.45,2021-07-07,SIRS
RF-PJOILILWZHLT,CA-FL-00000152,2024-04-01,1205507.57,1371126.05,87.92,103660.83,2023-05-22,SIRS
RF-QS7FTE0JHFMZ,CA-FL-00000152,2024-07-01,1214637.28,1371126.05,88.59,105278.43,2023-04-24,SIRS
RF-FDXKMXOOMIOR,CA-FL-00000152,2024-10-01,1190604.52,1371126.05,86.83,86796.76,2023-05-01,SIRS
RF-EU5ABTBCH52R,CA-FL-00000152,2025-01-01,1154877.37,1371126.05,84.23,88702.36,2023-02-15,SIRS
RF-TXE4LLREIOKH,CA-FL-00000152,2025-04-01,1191500.82,1371126.05,86.9,80523.03,,SIRS
RF-BW8IAAMTUFHL,CA-TX-00000153,2024-01-01,3535500.19,4133655.31,85.53,181667.89,2021-06-23,STANDARD
RF-17K89SHU1U00,CA-TX-00000153,2024-04-01,3491491.18,4133655.31,84.46,295646.05,2022-11-09,INFORMAL
RF-SS9LVRCHA7YJ,CA-TX-00000153,2024-07-01,3538688.88,4133655.31,85.61,258177.49,2022-03-07,INFORMAL
RF-LUQKVWEX7TDM,CA-TX-00000153,2024-10-01,3638644.49,4133655.31,88.02,330322.07,2022-09-19,STANDARD
RF-ZS1G7BN5X5KQ,CA-TX-00000153,2025-01-01,3636956.73,4133655.31,87.98,148410.96,2023-01-16,STANDARD
RF-8XQOXI2DUWS9,CA-TX-00000153,2025-04-01,3604776.29,4133655.31,87.21,156255.62,2024-01-25,INFORMAL
RF-842H188QNQN8,CA-TX-00000154,2024-01-01,2390460.6,3677039.41,65.01,293290.12,2022-06-24,STANDARD
RF-TZ11Z317IMQO,CA-TX-00000154,2024-04-01,2375900.33,3677039.41,64.61,121907.73,2021-04-03,STANDARD
RF-90EAR35S222K,CA-TX-00000154,2024-07-01,2530581.57,3677039.41,68.82,229484.4,2023-06-02,STANDARD
RF-4VEPXTGWFNGB,CA-TX-00000154,2024-10-01,2438414.95,3677039.41,66.31,248911.9,2022-11-12,STANDARD
RF-EYG0E4WZJWSB,CA-TX-00000154,2025-01-01,2538033.98,3677039.41,69.02,212150.74,2021-02-18,INFORMAL
RF-RRIZMVOPRO77,CA-TX-00000154,2025-04-01,2569518.12,3677039.41,69.88,254152.44,2023-03-28,STANDARD
RF-G67L7LP9JCXQ,CA-NV-00000155,2024-01-01,322124.34,633700.11,50.83,20955.69,2020-05-13,STANDARD
RF-WJWBZZ3T9GR9,CA-NV-00000155,2024-04-01,328163.67,633700.11,51.79,47155.08,2023-09-21,INFORMAL
RF-TND6ZN20EPEZ,CA-NV-00000155,2024-07-01,322194.92,633700.11,50.84,39447.18,2023-10-09,INFORMAL
RF-RVA22NSOVQHB,CA-NV-00000155,2024-10-01,311933.67,633700.11,49.22,40000.85,2023-04-05,INFORMAL
RF-J9TSZ8UDAH2I,CA-NV-00000155,2025-01-01,321705.91,633700.11,50.77,33838.44,2023-08-17,INFORMAL
RF-K6KB8T16SEIE,CA-NV-00000155,2025-04-01,305514.24,633700.11,48.21,38143.04,2024-08-13,INFORMAL
RF-LKOJNTLCOMGQ,CA-NV-00000156,2024-01-01,2066042.56,3894135.77,53.06,200967.16,2021-06-24,INFORMAL
RF-HNGA7FN3I9PU,CA-NV-00000156,2024-04-01,2093249.54,3894135.77,53.75,128795.11,2020-04-30,INFORMAL
RF-4P8JNOI8B6YT,CA-NV-00000156,2024-07-01,2086364.41,3894135.77,53.58,272220.18,2023-06-29,STANDARD
RF-2E0JMG8B2N1G,CA-NV-00000156,2024-10-01,2043011.42,3894135.77,52.46,197363.45,2023-02-03,INFORMAL
RF-CXVQ23PKHM22,CA-NV-00000156,2025-01-01,2080722.15,3894135.77,53.43,265007.78,2022-04-11,STANDARD
RF-L0C15W6MCNPX,CA-NV-00000156,2025-04-01,2007029.68,3894135.77,51.54,204804.05,2023-06-05,INFORMAL
RF-YUHQ50MY7X61,CA-IL-00000157,2024-01-01,1011402.51,4607460.57,21.95,360332.36,2022-02-05,STANDARD
RF-YEIIBMEYEVEL,CA-IL-00000157,2024-04-01,1062478.0,4607460.57,23.06,361798.37,2022-08-10,STANDARD
RF-Y1E8CSMLNN39,CA-IL-00000157,2024-07-01,1137064.68,4607460.57,24.68,361719.02,2022-05-26,INFORMAL
RF-SIEEUK6DIQYS,CA-IL-00000157,2024-10-01,883244.73,4607460.57,19.17,144204.66,2024-02-16,STANDARD
RF-NN2N28PDCIYP,CA-IL-00000157,2025-01-01,854857.22,4607460.57,18.55,317657.67,2022-11-11,INFORMAL
RF-1QCF7YYT0WF9,CA-IL-00000157,2025-04-01,886532.55,4607460.57,19.24,265436.11,,STANDARD
RF-QTWNBLNG0TH6,CA-TX-00000158,2024-01-01,3136570.37,4315534.38,72.68,265636.6,2020-02-20,STANDARD
RF-NTLLRC4WYHUE,CA-TX-00000158,2024-04-01,3162801.72,4315534.38,73.29,231373.95,2022-02-24,STANDARD
RF-NCI0A4WH1DAZ,CA-TX-00000158,2024-07-01,3189484.74,4315534.38,73.91,329158.65,2021-02-12,STANDARD
RF-AFXGBJGH1EZK,CA-TX-00000158,2024-10-01,3237493.66,4315534.38,75.02,161298.61,2022-03-08,STANDARD
RF-EX06BDN5CNB2,CA-TX-00000158,2025-01-01,3209450.38,4315534.38,74.37,227882.96,2022-09-27,STANDARD
RF-GM4G9CGI86Y9,CA-TX-00000158,2025-04-01,3184566.38,4315534.38,73.79,293099.05,2021-08-24,STANDARD
RF-J6ZEDAZDRPUV,CA-AZ-00000159,2024-01-01,2622389.88,3240690.76,80.92,182670.49,,INFORMAL
RF-F9GT5AZ0RKGO,CA-AZ-00000159,2024-04-01,2536551.33,3240690.76,78.27,252850.8,2020-07-24,INFORMAL
RF-XYH9V5T78IA1,CA-AZ-00000159,2024-07-01,2508589.24,3240690.76,77.41,207938.38,,STANDARD
RF-NFFPKBECW4M8,CA-AZ-00000159,2024-10-01,2622739.82,3240690.76,80.93,192276.77,2020-10-06,STANDARD
RF-86TEJ5GEGOV5,CA-AZ-00000159,2025-01-01,2576035.22,3240690.76,79.49,181667.97,2023-05-05,INFORMAL
RF-Y8BDKK6UWOOV,CA-AZ-00000159,2025-04-01,2489235.5,3240690.76,76.81,231962.14,2022-03-03,INFORMAL
RF-F53YCPLZ9M8D,CA-FL-00000160,2024-01-01,597049.05,1221807.03,48.87,43755.44,2023-03-01,STANDARD
RF-6J1P0TPYVK9U,CA-FL-00000160,2024-04-01,601535.43,1221807.03,49.23,68887.04,,INFORMAL
RF-463D7ZWCVJW2,CA-FL-00000160,2024-07-01,605613.46,1221807.03,49.57,51647.33,2020-08-08,STANDARD
RF-H3VMQ6XLFN7H,CA-FL-00000160,2024-10-01,599355.11,1221807.03,49.05,72177.03,,STANDARD
RF-NBRSJBJ8VFXF,CA-FL-00000160,2025-01-01,605200.58,1221807.03,49.53,77718.95,,INFORMAL
RF-9NIL1L5KRC4D,CA-FL-00000160,2025-04-01,580551.76,1221807.03,47.52,50002.76,2021-07-06,STANDARD
RF-R69QGH0KEO0K,CA-GA-00000161,2024-01-01,650726.33,3141249.33,20.72,148237.91,2022-06-12,INFORMAL
RF-0UMP7EH28U7E,CA-GA-00000161,2024-04-01,663213.92,3141249.33,21.11,130849.12,2021-10-10,INFORMAL
RF-9CL8ADME2Y3D,CA-GA-00000161,2024-07-01,622843.7,3141249.33,19.83,137452.24,2021-08-03,STANDARD
RF-VLNKQ8BMKYW8,CA-GA-00000161,2024-10-01,515217.92,3141249.33,16.4,222870.65,2021-05-05,INFORMAL
RF-BEYFO1TWU67H,CA-GA-00000161,2025-01-01,575910.98,3141249.33,18.33,162420.79,,STANDARD
RF-IMSEHMJ5N8NV,CA-GA-00000161,2025-04-01,464933.21,3141249.33,14.8,153045.83,2023-09-04,STANDARD
RF-S5ZXSCH3BA87,CA-PA-00000162,2024-01-01,1025751.13,2061909.76,49.75,139353.48,2022-11-16,INFORMAL
RF-JN65X45TUXLU,CA-PA-00000162,2024-04-01,1065058.23,2061909.76,51.65,102753.17,,INFORMAL
RF-J92S78YCUEV1,CA-PA-00000162,2024-07-01,995108.47,2061909.76,48.26,83681.55,2021-11-18,INFORMAL
RF-X8ZQ3Z877ZYH,CA-PA-00000162,2024-10-01,985030.34,2061909.76,47.77,75521.54,,INFORMAL
RF-2NSE94NDE3YA,CA-PA-00000162,2025-01-01,989047.89,2061909.76,47.97,142256.6,2023-10-12,STANDARD
RF-4R86ZZ256T12,CA-PA-00000162,2025-04-01,974085.84,2061909.76,47.24,94693.42,2023-02-18,INFORMAL
RF-UMAYLHAZB9TL,CA-FL-00000163,2024-01-01,987744.46,2116224.78,46.67,78397.04,2022-06-26,INFORMAL
RF-4UU53HDQ9KXE,CA-FL-00000163,2024-04-01,999255.51,2116224.78,47.22,147016.81,2021-01-18,STANDARD
RF-N5QQGNRKOAJX,CA-FL-00000163,2024-07-01,992458.6,2116224.78,46.9,68695.96,2023-01-26,STANDARD
RF-GGS2AZNNK4U2,CA-FL-00000163,2024-10-01,1050171.56,2116224.78,49.62,167432.22,2023-01-20,INFORMAL
RF-0WI3WH12COBF,CA-FL-00000163,2025-01-01,1067957.55,2116224.78,50.47,161771.15,,INFORMAL
RF-IFJNXASCPEER,CA-FL-00000163,2025-04-01,1003992.67,2116224.78,47.44,84871.33,2023-12-24,STANDARD
RF-Y8PMJ4HGMGL1,CA-NV-00000164,2024-01-01,1009817.11,2687169.08,37.58,81821.58,2023-06-23,STANDARD
RF-6WPONDPLDGW9,CA-NV-00000164,2024-04-01,1045764.43,2687169.08,38.92,208603.1,,STANDARD
RF-Z81QQOP2P8IA,CA-NV-00000164,2024-07-01,953491.15,2687169.08,35.48,159529.19,2021-08-03,STANDARD
RF-JVAZVU49E28J,CA-NV-00000164,2024-10-01,992417.03,2687169.08,36.93,119795.53,2024-03-30,STANDARD
RF-8EDUZJWS3GWQ,CA-NV-00000164,2025-01-01,1014055.27,2687169.08,37.74,160739.39,2022-10-01,STANDARD
RF-1N307J35YV2G,CA-NV-00000164,2025-04-01,986883.82,2687169.08,36.73,212004.99,,INFORMAL
RF-7SX1MQ5IRRFQ,CA-TX-00000165,2024-01-01,2644855.08,3584953.67,73.78,128150.8,2022-05-05,INFORMAL
RF-VLWAX1I0WBF6,CA-TX-00000165,2024-04-01,2459999.9,3584953.67,68.62,265173.09,2020-04-16,INFORMAL
RF-YK4JNY33B58C,CA-TX-00000165,2024-07-01,2656156.43,3584953.67,74.09,141417.19,2021-06-27,INFORMAL
RF-2XVMMM3GJG7I,CA-TX-00000165,2024-10-01,2598871.51,3584953.67,72.49,202522.3,,INFORMAL
RF-KEY8NC0RT0CQ,CA-TX-00000165,2025-01-01,2549942.77,3584953.67,71.13,276915.94,2022-10-15,INFORMAL
RF-7NMM18EDOUZD,CA-TX-00000165,2025-04-01,2690213.16,3584953.67,75.04,266883.13,2023-11-04,STANDARD
RF-5Q9Q4Y19X9XT,CA-CO-00000166,2024-01-01,420272.42,753477.09,55.78,42293.76,2021-04-04,STANDARD
RF-N8UZE48GCNUW,CA-CO-00000166,2024-04-01,430334.99,753477.09,57.11,32596.93,2023-09-06,INFORMAL
RF-QNIY39AE9Q2H,CA-CO-00000166,2024-07-01,435527.24,753477.09,57.8,60181.66,2023-09-19,INFORMAL
RF-2JA904461DQ6,CA-CO-00000166,2024-10-01,429905.95,753477.09,57.06,33755.05,,STANDARD
RF-I293AOLVISCG,CA-CO-00000166,2025-01-01,431319.29,753477.09,57.24,28220.47,2023-11-10,INFORMAL
RF-NN9CYSNMAPTK,CA-CO-00000166,2025-04-01,418911.36,753477.09,55.6,39027.38,2023-06-08,STANDARD
RF-H2XRQAJJX992,CA-FL-00000167,2024-01-01,456942.92,3006100.51,15.2,199285.19,2021-06-05,SIRS
RF-J4VWS9IXT6D8,CA-FL-00000167,2024-04-01,485015.54,3006100.51,16.13,113499.6,2021-08-03,SIRS
RF-23NF6YDVO0FK,CA-FL-00000167,2024-07-01,425020.5,3006100.51,14.14,91777.88,,SIRS
RF-YCXCBFRUSHBP,CA-FL-00000167,2024-10-01,527867.74,3006100.51,17.56,108772.89,2021-04-26,SIRS
RF-B5RZ0O6M3E9T,CA-FL-00000167,2025-01-01,388978.6,3006100.51,12.94,126996.55,,SIRS
RF-XC0MA1H3RPU2,CA-FL-00000167,2025-04-01,369397.94,3006100.51,12.29,93839.33,2021-11-14,SIRS
RF-SP65OF91S1D2,CA-IL-00000168,2024-01-01,2267728.92,4910286.71,46.18,195182.39,2022-08-08,STANDARD
RF-BTYM3TAVIU4T,CA-IL-00000168,2024-04-01,2374634.35,4910286.71,48.36,230706.38,2020-07-13,STANDARD
RF-TLGNMVCYR9EC,CA-IL-00000168,2024-07-01,2189194.88,4910286.71,44.58,270961.39,2022-07-26,STANDARD
RF-F0SYCLHTL0NL,CA-IL-00000168,2024-10-01,2234658.5,4910286.71,45.51,175152.56,2023-03-04,INFORMAL
RF-CG8554WRXXQL,CA-IL-00000168,2025-01-01,2150907.82,4910286.71,43.8,391351.26,2024-06-09,STANDARD
RF-MYAROG4KIEPF,CA-IL-00000168,2025-04-01,2093637.77,4910286.71,42.64,201455.43,2021-08-29,STANDARD
RF-BB1DMT3AZJBB,CA-MA-00000169,2024-01-01,3119619.83,4983162.27,62.6,200346.51,2020-10-18,INFORMAL
RF-HHRZ38YH2YHA,CA-MA-00000169,2024-04-01,3110231.64,4983162.27,62.41,161294.82,2020-12-11,INFORMAL
RF-V0ZJJBNLCH7T,CA-MA-00000169,2024-07-01,3110496.84,4983162.27,62.42,331775.27,2023-10-05,STANDARD
RF-VMS8LKV80NLT,CA-MA-00000169,2024-10-01,3077067.56,4983162.27,61.75,391037.37,2023-12-04,STANDARD
RF-2XXOSG3GRUBL,CA-MA-00000169,2025-01-01,3195906.9,4983162.27,64.13,169386.06,,INFORMAL
RF-FPS81FTWN1VR,CA-MA-00000169,2025-04-01,3109577.49,4983162.27,62.4,180098.57,2022-12-22,INFORMAL
RF-XJDHZJXNWJ6F,CA-AZ-00000170,2024-01-01,1032163.4,1302507.56,79.24,95740.01,2021-01-31,INFORMAL
RF-SK23C126GII1,CA-AZ-00000170,2024-04-01,1007285.68,1302507.56,77.33,85049.62,2022-01-23,STANDARD
RF-ROLPJTGB8MAX,CA-AZ-00000170,2024-07-01,1034931.58,1302507.56,79.46,73174.18,2022-12-23,STANDARD
RF-6DCLDPDCRAFK,CA-AZ-00000170,2024-10-01,1031487.48,1302507.56,79.19,93358.72,2022-03-05,STANDARD
RF-X0059TI1OSWH,CA-AZ-00000170,2025-01-01,1057628.76,1302507.56,81.2,92593.52,2023-12-02,STANDARD
RF-5U12J8WY58T5,CA-AZ-00000170,2025-04-01,1082792.08,1302507.56,83.13,80134.11,2022-01-05,STANDARD
RF-9D2VEHZ8QU7K,CA-IL-00000171,2024-01-01,1765579.22,3703716.87,47.67,288982.91,2021-03-16,STANDARD
RF-9IIE5YVY1JKM,CA-IL-00000171,2024-04-01,1765107.43,3703716.87,47.66,290854.02,2022-09-25,STANDARD
RF-4U21JEI1VJYQ,CA-IL-00000171,2024-07-01,1826115.4,3703716.87,49.3,236741.99,,STANDARD
RF-S4NJFLUATE27,CA-IL-00000171,2024-10-01,1815477.76,3703716.87,49.02,171397.77,2022-06-27,STANDARD
RF-FBY0CG5PJ5L9,CA-IL-00000171,2025-01-01,1776672.11,3703716.87,47.97,137082.15,2021-12-18,STANDARD
RF-SMYYAA68ESGZ,CA-IL-00000171,2025-04-01,1815537.92,3703716.87,49.02,283079.75,2024-05-10,STANDARD
RF-VD14ZTHX12UQ,CA-MA-00000172,2024-01-01,522375.99,4265754.98,12.25,251138.22,2021-04-20,STANDARD
RF-R9A5QIZC2NWE,CA-MA-00000172,2024-04-01,407966.59,4265754.98,9.56,190408.16,2023-10-04,STANDARD
RF-QN9SMKI5Z1R1,CA-MA-00000172,2024-07-01,481329.84,4265754.98,11.28,300527.72,2022-11-09,INFORMAL
RF-Q7CIVI00R5KH,CA-MA-00000172,2024-10-01,308874.87,4265754.98,7.24,158090.88,2022-09-22,STANDARD
RF-DQW4FDTOPQNG,CA-MA-00000172,2025-01-01,220504.68,4265754.98,5.17,132854.2,2023-08-29,STANDARD
RF-LZSFTVPUYXZQ,CA-MA-00000172,2025-04-01,122052.7,4265754.98,2.86,319136.67,2022-12-10,STANDARD
RF-VNNJ5WKH0P8R,CA-PA-00000173,2024-01-01,3850.66,1938136.0,0.2,123596.02,2022-02-07,INFORMAL
RF-1VO7C24HAUAE,CA-PA-00000173,2024-04-01,36351.15,1938136.0,1.88,77862.39,2021-03-10,INFORMAL
RF-3SA3R68F1523,CA-PA-00000173,2024-07-01,22055.41,1938136.0,1.14,75669.0,2021-12-06,STANDARD
RF-4ZFL5C3Q4HTF,CA-PA-00000173,2024-10-01,0.0,1938136.0,0.0,150069.55,2022-12-14,INFORMAL
RF-2DQHE6WP2KBT,CA-PA-00000173,2025-01-01,0.0,1938136.0,0.0,153380.44,2023-01-17,INFORMAL
RF-R2A2INIG7T1W,CA-PA-00000173,2025-04-01,0.0,1938136.0,0.0,146011.08,,INFORMAL
RF-7S8V2JEW8XUV,CA-TX-00000174,2024-01-01,337124.57,454469.21,74.18,15322.94,2020-04-04,STANDARD
RF-VF4IOKWDHJ9J,CA-TX-00000174,2024-04-01,334065.66,454469.21,73.51,33504.01,2023-05-29,STANDARD
RF-W03TUP9H47PU,CA-TX-00000174,2024-07-01,327939.17,454469.21,72.16,23142.11,2023-08-16,STANDARD
RF-O6ZHJX0FPGFX,CA-TX-00000174,2024-10-01,325512.33,454469.21,71.62,34227.3,2022-01-07,INFORMAL
RF-807ZH170NUKF,CA-TX-00000174,2025-01-01,318736.5,454469.21,70.13,21047.41,,INFORMAL
RF-2K3O2DO09STE,CA-TX-00000174,2025-04-01,330320.88,454469.21,72.68,30684.36,2023-09-08,STANDARD
RF-QHJAGQI3D0GJ,CA-IL-00000175,2024-01-01,2006893.2,3041407.73,65.99,127233.0,2022-03-10,STANDARD
RF-19IA0F4VAICQ,CA-IL-00000175,2024-04-01,2058106.98,3041407.73,67.67,230894.97,2022-11-19,STANDARD
RF-3Q46CYHA06ZH,CA-IL-00000175,2024-07-01,2079766.76,3041407.73,68.38,162039.37,2021-05-03,STANDARD
RF-K4MTOMT779VW,CA-IL-00000175,2024-10-01,2078168.15,3041407.73,68.33,149921.92,2022-08-27,STANDARD
RF-H789ENKAZVYK,CA-IL-00000175,2025-01-01,2070938.11,3041407.73,68.09,207632.39,2022-01-01,STANDARD
RF-I9XJ1EW4LKSF,CA-IL-00000175,2025-04-01,2120451.8,3041407.73,69.72,203243.85,2024-05-01,STANDARD
RF-0CMXIWH9RVNL,CA-CA-00000176,2024-01-01,704372.56,956148.57,73.67,43357.83,,INFORMAL
RF-PBQCKPR0S0GM,CA-CA-00000176,2024-04-01,744071.82,956148.57,77.82,53526.62,,STANDARD
RF-25B42EPPSWWU,CA-CA-00000176,2024-07-01,726246.52,956148.57,75.96,49677.04,2020-07-19,INFORMAL
RF-Z6EKD2VGWAUF,CA-CA-00000176,2024-10-01,182911.22,956148.57,19.13,33702.68,2023-06-01,INFORMAL
RF-GM76KMB1DW0J,CA-CA-00000176,2025-01-01,186353.36,956148.57,19.49,34263.01,2021-08-17,INFORMAL
RF-UTTC89VD2G9Y,CA-CA-00000176,2025-04-01,185588.44,956148.57,19.41,42540.78,,INFORMAL
RF-TNK60Z4DWZ8W,CA-NV-00000177,2024-01-01,488244.22,596377.43,81.87,43891.79,,INFORMAL
